id_cliente,nome_cliente,segmento,cidade,uf,data_cadastro,canal_aquisicao,faixa_etaria
C00941,Elaine Melo,Consumidor,Porto Alegre,RS,2021-04-25,Orgânico,46-60
C00942,Elaine Ribeiro,Consumidor,São Paulo,SP,2022-10-02,Indicação,60+
C00943,Rafael Pereira,Corporativo,Curitiba,PR,2021-04-14,Orgânico,36-45
C00944,Henrique Melo,PME,Belo Horizonte,MG,2022-10-05,Mídia Paga,60+
C00945,Gabriela Oliveira,PME,Porto Alegre,RS,2022-05-11,Orgânico,46-60
C00946,Karina Moraes,PME,Manaus,AM,2021-05-02,Orgânico,36-45
C00947,Henrique Silva,Consumidor,São Paulo,SP,2021-07-13,Indicação,26-35
C00948,Marina Costa,Consumidor,Salvador,BA,2020-08-28,Indicação,18-25
C00949,Diego Pereira,Consumidor,São Paulo,SP,2021-05-13,Orgânico,26-35
C00950,João Lima,PME,Porto Alegre,RS,2022-05-14,Orgânico,36-45
C00951,Felipe Costa,PME,Brasília,DF,2022-03-26,Orgânico,36-45
C00952,Gabriela Ribeiro,Corporativo,Rio de Janeiro,RJ,2021-12-21,Indicação,36-45
C00953,Tiago Rocha,PME,Brasília,DF,2020-09-05,Mídia Paga,18-25
C00954,Lucas Carvalho,Consumidor,Brasília,DF,2021-11-10,Indicação,26-35
C00955,Rafael Ribeiro,Corporativo,Manaus,AM,2022-05-23,Mídia Paga,36-45
C00956,Paulo Costa,Consumidor,Brasília,DF,2021-04-13,Mídia Paga,46-60
C00957,Marina Melo,PME,Belo Horizonte,MG,2021-06-30,Indicação,60+
C00958,Isabela Teixeira,Consumidor,Fortaleza,CE,2021-08-04,Indicação,60+
C00959,Henrique Martins,PME,Porto Alegre,RS,2021-08-27,Orgânico,46-60
C00960,Elaine Oliveira,PME,Brasília,DF,2022-09-07,Orgânico,60+
C00961,Tiago Carvalho,Consumidor,Fortaleza,CE,2021-06-26,Indicação,46-60
C00962,Olívia Ferreira,Consumidor,São Paulo,SP,2022-06-02,Orgânico,18-25
C00963,Rafael Oliveira,Consumidor,Brasília,DF,2021-06-25,Mídia Paga,26-35
C00964,Karina Almeida,Consumidor,Porto Alegre,RS,2021-01-10,Orgânico,36-45
C00965,Rafael Almeida,Consumidor,Belo Horizonte,MG,2020-10-23,Orgânico,36-45
C00966,Ana Araújo,Consumidor,Manaus,AM,2020-10-18,Mídia Paga,26-35
C00967,Henrique Melo,PME,Porto Alegre,RS,2021-08-04,Indicação,60+
C00968,Gabriela Rocha,PME,Salvador,BA,2020-07-19,Mídia Paga,46-60
C00969,Lucas Pereira,Consumidor,Brasília,DF,2022-11-02,Indicação,26-35
C00970,Henrique Rocha,Consumidor,Salvador,BA,2021-12-20,Indicação,46-60
C00971,Sofia Silva,PME,Curitiba,PR,2022-01-03,Indicação,18-25
C00972,Sofia Martins,Corporativo,Manaus,AM,2021-03-20,Parceiro,26-35
C00973,Paulo Santos,Corporativo,Recife,PE,2022-05-24,Orgânico,46-60
C00974,Tiago Araújo,PME,Belo Horizonte,MG,2022-10-31,Orgânico,26-35
C00975,Henrique Ribeiro,Consumidor,Curitiba,PR,2022-05-06,Mídia Paga,18-25
C00976,Felipe Santos,Consumidor,Recife,PE,2021-10-28,Orgânico,46-60
C00977,Gabriela Ribeiro,Consumidor,Porto Alegre,RS,2022-07-22,Indicação,46-60
C00978,Gabriela Silva,Consumidor,Fortaleza,CE,2022-02-23,Parceiro,46-60
C00979,Karina Teixeira,Consumidor,Porto Alegre,RS,2021-06-12,Mídia Paga,46-60
C00980,João Martins,Consumidor,Fortaleza,CE,2021-12-12,Indicação,26-35
C00981,Nuno Barbosa,Consumidor,Manaus,AM,2020-11-12,Indicação,26-35
C00982,Rafael Ribeiro,PME,Belo Horizonte,MG,2022-02-25,Mídia Paga,18-25
C00983,Nuno Cardoso,PME,Porto Alegre,RS,2021-07-15,Orgânico,36-45
C00984,Isabela Costa,Consumidor,Fortaleza,CE,2022-06-17,Indicação,46-60
C00985,Karina Martins,Consumidor,Fortaleza,CE,2021-11-07,Mídia Paga,46-60
C00986,Olívia Oliveira,Consumidor,Fortaleza,CE,2021-07-24,Orgânico,26-35
C00987,Isabela Lima,PME,Fortaleza,CE,2020-08-14,Orgânico,18-25
C00988,Ana Almeida,PME,Belo Horizonte,MG,2022-09-14,Orgânico,36-45
C00989,Olívia Souza,Consumidor,Brasília,DF,2022-04-25,Mídia Paga,60+
C00990,Bruno Moraes,PME,Curitiba,PR,2021-09-04,Orgânico,46-60
C00991,Gabriela Oliveira,PME,Salvador,BA,2022-04-02,Orgânico,18-25
C00992,Felipe Lima,Corporativo,Porto Alegre,RS,2022-08-26,Orgânico,60+
C00993,Gabriela Moraes,Consumidor,Brasília,DF,2021-03-01,Orgânico,60+
C00994,Ana Martins,Consumidor,Salvador,BA,2022-06-08,Mídia Paga,18-25
C00995,Isabela Moraes,Consumidor,Rio de Janeiro,RJ,2021-01-28,Indicação,18-25
C00996,Rafael Teixeira,PME,Rio de Janeiro,RJ,2020-12-03,Orgânico,18-25
C00997,Elaine Carvalho,Consumidor,Recife,PE,2021-01-07,Orgânico,36-45
C00998,Marina Melo,Corporativo,Manaus,AM,2021-08-30,Indicação,26-35
C00999,Ana Moraes,Consumidor,São Paulo,SP,2022-04-08,Mídia Paga,18-25
C01000,Lucas Araújo,Consumidor,São Paulo,SP,2022-07-15,Orgânico,26-35
C01001,Tiago Barbosa,Consumidor,Porto Alegre,RS,2020-11-20,Mídia Paga,36-45
C01002,João Silva,Consumidor,Recife,PE,2021-02-07,Orgânico,36-45
C01003,Henrique Ferreira,Consumidor,São Paulo,SP,2021-01-21,Indicação,46-60
C01004,Gabriela Souza,Consumidor,Fortaleza,CE,2022-09-22,Indicação,26-35
C01005,Rafael Costa,Corporativo,Belo Horizonte,MG,2021-04-05,Orgânico,18-25
C01006,Tiago Ferreira,Consumidor,Recife,PE,2022-06-05,Orgânico,60+
C01007,Paulo Oliveira,Consumidor,Curitiba,PR,2020-09-23,Parceiro,36-45
C01008,Elaine Araújo,Consumidor,Recife,PE,2020-10-15,Orgânico,46-60
C01009,Rafael Pereira,Consumidor,Curitiba,PR,2021-04-02,Indicação,26-35
C01010,Carla Carvalho,Consumidor,Manaus,AM,2021-07-28,Orgânico,46-60
C01011,Quezia Gomes,Consumidor,São Paulo,SP,2022-11-19,Indicação,46-60
C01012,Nuno Souza,Corporativo,Manaus,AM,2022-09-21,Parceiro,18-25
C01013,Nuno Almeida,Consumidor,Porto Alegre,RS,2020-10-12,Mídia Paga,36-45
C01014,Henrique Ferreira,Consumidor,Recife,PE,2021-09-24,Indicação,36-45
C01015,Tiago Barbosa,PME,Belo Horizonte,MG,2022-03-10,Parceiro,26-35
C01016,Carla Martins,Consumidor,São Paulo,SP,2022-08-05,Indicação,60+
C01017,Felipe Rocha,Corporativo,Porto Alegre,RS,2021-09-25,Orgânico,36-45
C01018,Carla Santos,Consumidor,Recife,PE,2020-10-23,Indicação,36-45
C01019,Marina Ribeiro,PME,Porto Alegre,RS,2020-10-27,Orgânico,26-35
C01020,João Rocha,PME,Brasília,DF,2021-10-02,Orgânico,36-45
C01021,Quezia Santos,Consumidor,Fortaleza,CE,2022-05-30,Indicação,26-35
C01022,Olívia Moraes,Consumidor,Curitiba,PR,2021-10-10,Orgânico,26-35
C01023,Carla Carvalho,Consumidor,Rio de Janeiro,RJ,2022-02-22,Orgânico,26-35
C01024,Sofia Souza,Consumidor,São Paulo,SP,2021-01-20,Orgânico,60+
C01025,Isabela Araújo,PME,Brasília,DF,2020-10-14,Indicação,36-45
C01026,Henrique Gomes,PME,Salvador,BA,2020-08-18,Mídia Paga,46-60
C01027,Diego Silva,PME,Salvador,BA,2020-08-29,Indicação,46-60
C01028,Henrique Gomes,PME,Brasília,DF,2022-02-19,Indicação,46-60
C01029,Karina Silva,Consumidor,São Paulo,SP,2021-02-17,Indicação,18-25
C01030,Tiago Oliveira,Corporativo,Fortaleza,CE,2021-10-19,Orgânico,46-60
C01031,Marina Ribeiro,Corporativo,Rio de Janeiro,RJ,2020-11-11,Indicação,26-35
C01032,Paulo Oliveira,PME,São Paulo,SP,2022-07-25,Orgânico,60+
C01033,Paulo Cardoso,Corporativo,Fortaleza,CE,2022-08-06,Orgânico,26-35
C01034,Karina Martins,Consumidor,São Paulo,SP,2022-06-21,Mídia Paga,26-35
C01035,Elaine Cardoso,PME,Rio de Janeiro,RJ,2021-01-20,Indicação,46-60
C01036,Karina Martins,Consumidor,Manaus,AM,2022-09-27,Parceiro,46-60
C01037,Henrique Ferreira,PME,Recife,PE,2020-08-27,Orgânico,36-45
C01038,Lucas Pereira,Consumidor,Rio de Janeiro,RJ,2021-04-25,Mídia Paga,46-60
C01039,Rafael Costa,Consumidor,São Paulo,SP,2021-04-07,Mídia Paga,46-60
C01040,Tiago Teixeira,Consumidor,Brasília,DF,2021-01-22,Orgânico,46-60
C01041,João Ferreira,Consumidor,Salvador,BA,2022-07-07,Indicação,46-60
C01042,Karina Ribeiro,Consumidor,São Paulo,SP,2021-03-29,Indicação,18-25
C01043,Gabriela Araújo,Consumidor,Manaus,AM,2021-07-31,Orgânico,46-60
C01044,Bruno Lima,Consumidor,Porto Alegre,RS,2020-12-15,Mídia Paga,46-60
C01045,Rafael Martins,Consumidor,Belo Horizonte,MG,2022-11-10,Orgânico,46-60
C01046,Gabriela Cardoso,Corporativo,Curitiba,PR,2022-02-16,Indicação,26-35
C01047,João Barbosa,Consumidor,São Paulo,SP,2020-07-15,Mídia Paga,60+
C01048,Gabriela Silva,Consumidor,Porto Alegre,RS,2020-08-31,Indicação,60+
C01049,Nuno Lima,Consumidor,Belo Horizonte,MG,2021-11-12,Parceiro,18-25
C01050,Karina Teixeira,Consumidor,Brasília,DF,2021-02-05,Indicação,26-35
C01051,Henrique Martins,PME,São Paulo,SP,2022-08-03,Indicação,60+
C01052,Olívia Martins,Corporativo,Rio de Janeiro,RJ,2020-09-27,Orgânico,46-60
C01053,Paulo Melo,Consumidor,Rio de Janeiro,RJ,2022-07-31,Orgânico,60+
C01054,Marina Araújo,Consumidor,Manaus,AM,2022-05-31,Parceiro,46-60
C01055,Rafael Lima,Consumidor,Salvador,BA,2022-09-28,Indicação,18-25
C01056,Sofia Cardoso,Consumidor,Rio de Janeiro,RJ,2021-06-19,Mídia Paga,18-25
C01057,Tiago Lima,PME,Rio de Janeiro,RJ,2022-05-31,Orgânico,46-60
C01058,Rafael Almeida,PME,Belo Horizonte,MG,2022-09-04,Mídia Paga,18-25
C01059,Rafael Lima,Consumidor,Curitiba,PR,2021-11-25,Indicação,18-25
C01060,Rafael Barbosa,Consumidor,Curitiba,PR,2021-01-27,Orgânico,46-60
C01061,Rafael Melo,PME,Salvador,BA,2021-03-22,Orgânico,18-25
C01062,Tiago Cardoso,PME,Porto Alegre,RS,2022-07-18,Orgânico,36-45
C01063,Rafael Almeida,Consumidor,Recife,PE,2022-09-17,Orgânico,26-35
C01064,Gabriela Oliveira,Consumidor,Belo Horizonte,MG,2021-06-02,Indicação,36-45
C01065,Lucas Teixeira,Corporativo,Porto Alegre,RS,2020-12-01,Mídia Paga,60+
C01066,Ana Moraes,PME,Recife,PE,2021-11-09,Orgânico,36-45
C01067,Carla Carvalho,Consumidor,Brasília,DF,2021-10-12,Indicação,36-45
C01068,Diego Martins,Corporativo,Curitiba,PR,2022-11-22,Parceiro,26-35
C01069,Quezia Ribeiro,Consumidor,Rio de Janeiro,RJ,2022-06-06,Indicação,46-60
C01070,Diego Souza,Consumidor,Curitiba,PR,2021-03-20,Orgânico,46-60
C01071,Tiago Martins,Consumidor,Brasília,DF,2021-05-17,Indicação,26-35
C01072,Sofia Almeida,Consumidor,Belo Horizonte,MG,2021-11-10,Orgânico,36-45
C01073,Olívia Lima,PME,Manaus,AM,2021-09-30,Indicação,36-45
C01074,Carla Ribeiro,PME,Porto Alegre,RS,2022-01-24,Indicação,36-45
C01075,Henrique Oliveira,PME,Rio de Janeiro,RJ,2020-11-15,Orgânico,18-25
C01076,Quezia Pereira,Consumidor,São Paulo,SP,2021-09-24,Indicação,60+
C01077,Diego Martins,PME,Brasília,DF,2020-12-18,Orgânico,26-35
C01078,Quezia Moraes,Corporativo,Salvador,BA,2022-03-27,Orgânico,46-60
C01079,Felipe Oliveira,Corporativo,Brasília,DF,2022-04-16,Indicação,26-35
C01080,Karina Ferreira,Consumidor,Salvador,BA,2022-08-09,Mídia Paga,18-25
C01081,Ana Teixeira,Consumidor,Curitiba,PR,2022-04-28,Indicação,36-45
C01082,Paulo Souza,Corporativo,Fortaleza,CE,2021-03-10,Indicação,60+
C01083,Lucas Lima,Consumidor,Rio de Janeiro,RJ,2022-11-27,Indicação,18-25
C01084,Diego Araújo,Consumidor,Belo Horizonte,MG,2021-10-08,Orgânico,36-45
C01085,Nuno Lima,Consumidor,Curitiba,PR,2021-11-24,Indicação,36-45
C01086,Nuno Silva,Consumidor,Salvador,BA,2020-10-28,Indicação,26-35
C01087,Nuno Carvalho,Consumidor,Belo Horizonte,MG,2021-10-24,Parceiro,26-35
C01088,Paulo Cardoso,PME,Rio de Janeiro,RJ,2021-09-27,Indicação,26-35
C01089,Marina Pereira,Consumidor,Recife,PE,2021-07-07,Orgânico,18-25
C01090,Karina Rocha,PME,Porto Alegre,RS,2022-10-10,Parceiro,18-25
C01091,Nuno Ferreira,Consumidor,Fortaleza,CE,2022-09-09,Indicação,60+
C01092,Nuno Costa,Consumidor,Porto Alegre,RS,2021-01-19,Indicação,18-25
C01093,Sofia Pereira,PME,Belo Horizonte,MG,2022-05-23,Orgânico,26-35
C01094,Gabriela Oliveira,Consumidor,São Paulo,SP,2021-03-11,Mídia Paga,46-60
C01095,Karina Rocha,Consumidor,Porto Alegre,RS,2022-04-19,Indicação,60+
C01096,Nuno Ferreira,Consumidor,Salvador,BA,2020-12-04,Orgânico,18-25
C01097,João Araújo,Consumidor,Salvador,BA,2022-04-29,Orgânico,60+
C01098,Diego Silva,Consumidor,Curitiba,PR,2022-08-10,Mídia Paga,26-35
C01099,Sofia Melo,Consumidor,Salvador,BA,2020-11-02,Indicação,26-35
C01100,Tiago Santos,PME,Belo Horizonte,MG,2021-02-26,Orgânico,26-35
C01101,Rafael Moraes,Consumidor,Rio de Janeiro,RJ,2022-09-17,Orgânico,46-60
C01102,Rafael Almeida,Corporativo,Porto Alegre,RS,2021-09-30,Mídia Paga,60+
C01103,Diego Rocha,Corporativo,Fortaleza,CE,2021-02-26,Orgânico,46-60
C01104,Elaine Ribeiro,Consumidor,Curitiba,PR,2020-12-19,Orgânico,60+
C01105,Marina Araújo,Consumidor,Porto Alegre,RS,2020-11-04,Mídia Paga,60+
C01106,Tiago Almeida,Corporativo,Recife,PE,2021-10-18,Orgânico,18-25
C01107,Quezia Barbosa,Consumidor,São Paulo,SP,2020-09-14,Indicação,60+
C01108,Henrique Souza,Consumidor,Rio de Janeiro,RJ,2022-06-10,Indicação,36-45
C01109,Isabela Souza,Consumidor,Curitiba,PR,2022-07-19,Indicação,26-35
C01110,Karina Oliveira,Corporativo,Manaus,AM,2021-11-20,Parceiro,60+
C01111,Karina Souza,Consumidor,Manaus,AM,2022-02-04,Indicação,18-25
C01112,Sofia Santos,PME,São Paulo,SP,2021-05-31,Mídia Paga,46-60
C01113,Gabriela Barbosa,Corporativo,Manaus,AM,2021-05-17,Orgânico,36-45
C01114,Nuno Gomes,Consumidor,Fortaleza,CE,2022-04-09,Orgânico,46-60
C01115,Felipe Costa,Consumidor,Belo Horizonte,MG,2020-08-19,Indicação,26-35
C01116,Tiago Costa,PME,Recife,PE,2020-12-29,Orgânico,18-25
C01117,Quezia Pereira,Consumidor,Recife,PE,2022-08-22,Mídia Paga,18-25
C01118,Henrique Oliveira,PME,São Paulo,SP,2022-07-20,Orgânico,60+
C01119,Karina Oliveira,Consumidor,Rio de Janeiro,RJ,2021-05-26,Orgânico,46-60
C01120,Henrique Souza,PME,Fortaleza,CE,2022-06-27,Indicação,36-45
C01121,Rafael Ribeiro,PME,São Paulo,SP,2022-08-19,Orgânico,46-60
C01122,João Ferreira,Consumidor,Belo Horizonte,MG,2021-12-06,Parceiro,46-60
C01123,Felipe Santos,PME,Rio de Janeiro,RJ,2021-07-17,Orgânico,36-45
C01124,Tiago Pereira,Consumidor,Rio de Janeiro,RJ,2022-10-19,Orgânico,60+
C01125,João Moraes,Consumidor,Recife,PE,2022-07-02,Mídia Paga,36-45
C01126,Carla Silva,PME,Curitiba,PR,2020-08-24,Mídia Paga,26-35
C01127,Olívia Araújo,PME,Belo Horizonte,MG,2021-10-29,Mídia Paga,18-25
C01128,Marina Gomes,Consumidor,Belo Horizonte,MG,2022-05-30,Orgânico,46-60
C01129,Karina Pereira,Consumidor,Manaus,AM,2020-09-11,Mídia Paga,26-35
C01130,Henrique Martins,Consumidor,Brasília,DF,2020-08-13,Orgânico,46-60
C01131,Carla Ferreira,Consumidor,Porto Alegre,RS,2020-12-13,Indicação,26-35
C01132,Lucas Gomes,Corporativo,Rio de Janeiro,RJ,2022-10-02,Mídia Paga,26-35
C01133,Henrique Costa,Consumidor,Brasília,DF,2021-09-27,Mídia Paga,18-25
C01134,Nuno Gomes,PME,São Paulo,SP,2020-12-20,Orgânico,18-25
C01135,Ana Pereira,PME,Manaus,AM,2022-06-24,Indicação,18-25
C01136,Elaine Melo,Consumidor,Belo Horizonte,MG,2021-08-08,Mídia Paga,36-45
C01137,Ana Ribeiro,Consumidor,Fortaleza,CE,2020-09-23,Orgânico,18-25
C01138,Nuno Barbosa,PME,São Paulo,SP,2021-10-23,Indicação,36-45
C01139,Felipe Almeida,Corporativo,Porto Alegre,RS,2021-09-25,Parceiro,60+
C01140,Marina Lima,Consumidor,São Paulo,SP,2022-04-22,Mídia Paga,60+
C01141,Karina Martins,PME,Fortaleza,CE,2021-08-01,Mídia Paga,26-35
C01142,Lucas Moraes,Consumidor,Rio de Janeiro,RJ,2022-09-14,Mídia Paga,36-45
C01143,Carla Costa,Consumidor,Brasília,DF,2022-08-15,Indicação,36-45
C01144,Sofia Souza,Consumidor,Rio de Janeiro,RJ,2021-04-28,Indicação,46-60
C01145,Lucas Ribeiro,Consumidor,Curitiba,PR,2022-11-24,Parceiro,60+
C01146,Nuno Melo,Consumidor,Rio de Janeiro,RJ,2021-12-28,Orgânico,26-35
C01147,Bruno Ribeiro,Consumidor,Fortaleza,CE,2021-04-11,Orgânico,46-60
C01148,Elaine Lima,Consumidor,Porto Alegre,RS,2020-08-28,Parceiro,60+
C01149,Karina Barbosa,Consumidor,Brasília,DF,2020-10-06,Mídia Paga,36-45
C01150,Gabriela Moraes,Consumidor,Recife,PE,2022-04-02,Indicação,26-35
C01151,Ana Pereira,Consumidor,Rio de Janeiro,RJ,2020-08-30,Mídia Paga,36-45
C01152,Karina Lima,Consumidor,Rio de Janeiro,RJ,2021-08-24,Parceiro,26-35
C01153,Carla Lima,Consumidor,Salvador,BA,2022-09-02,Mídia Paga,46-60
C01154,Sofia Araújo,Consumidor,Belo Horizonte,MG,2022-07-29,Orgânico,36-45
C01155,Lucas Melo,Consumidor,Belo Horizonte,MG,2021-09-07,Mídia Paga,36-45
C01156,Bruno Ferreira,Consumidor,São Paulo,SP,2021-03-07,Mídia Paga,60+
C01157,Felipe Teixeira,Consumidor,Curitiba,PR,2021-11-13,Indicação,18-25
C01158,Rafael Barbosa,Consumidor,Fortaleza,CE,2021-02-13,Orgânico,26-35
C01159,Nuno Costa,PME,Recife,PE,2020-10-07,Indicação,18-25
C01160,Isabela Barbosa,Consumidor,Fortaleza,CE,2022-08-07,Orgânico,26-35
C01161,Sofia Souza,Corporativo,Porto Alegre,RS,2022-01-09,Parceiro,46-60
C01162,Gabriela Silva,Consumidor,Porto Alegre,RS,2022-10-08,Parceiro,46-60
C01163,Carla Almeida,Consumidor,Rio de Janeiro,RJ,2022-07-10,Indicação,36-45
C01164,Bruno Oliveira,PME,Curitiba,PR,2022-05-28,Mídia Paga,46-60
C01165,Lucas Rocha,Consumidor,Belo Horizonte,MG,2022-05-13,Indicação,60+
C01166,Ana Cardoso,PME,Manaus,AM,2021-10-30,Mídia Paga,60+
C01167,Elaine Carvalho,Consumidor,Manaus,AM,2021-03-11,Mídia Paga,36-45
C01168,Nuno Almeida,Consumidor,Salvador,BA,2022-08-08,Indicação,18-25
C01169,Olívia Teixeira,Corporativo,Belo Horizonte,MG,2021-02-21,Orgânico,26-35
C01170,Gabriela Gomes,PME,Manaus,AM,2021-11-11,Orgânico,26-35
C01171,Lucas Silva,Corporativo,São Paulo,SP,2021-11-18,Orgânico,36-45
C01172,Nuno Gomes,Consumidor,Fortaleza,CE,2021-10-05,Indicação,60+
C01173,Felipe Barbosa,Consumidor,Salvador,BA,2022-08-08,Indicação,26-35
C01174,João Moraes,Consumidor,Recife,PE,2021-02-21,Parceiro,18-25
C01175,Ana Moraes,Corporativo,Rio de Janeiro,RJ,2022-09-02,Parceiro,18-25
C01176,Sofia Souza,Consumidor,Fortaleza,CE,2021-07-05,Mídia Paga,46-60
C01177,Diego Costa,Consumidor,Brasília,DF,2021-11-07,Mídia Paga,18-25
C01178,Lucas Ferreira,Consumidor,Recife,PE,2022-11-25,Indicação,36-45
C01179,Henrique Silva,PME,Recife,PE,2021-01-12,Parceiro,46-60
C01180,Tiago Carvalho,Consumidor,Brasília,DF,2020-08-15,Orgânico,60+
C01181,Tiago Martins,Corporativo,Recife,PE,2022-05-19,Mídia Paga,60+
C01182,Quezia Lima,Consumidor,Recife,PE,2022-01-11,Indicação,18-25
C01183,Sofia Martins,PME,Rio de Janeiro,RJ,2021-02-24,Mídia Paga,36-45
C01184,Ana Teixeira,PME,São Paulo,SP,2021-09-11,Orgânico,60+
C01185,Marina Silva,PME,Rio de Janeiro,RJ,2021-04-26,Mídia Paga,26-35
C01186,Gabriela Cardoso,Corporativo,Porto Alegre,RS,2022-02-01,Mídia Paga,46-60
C01187,Elaine Silva,PME,Curitiba,PR,2022-09-09,Indicação,60+
C01188,Isabela Lima,PME,Belo Horizonte,MG,2022-02-16,Orgânico,46-60
C01189,Diego Araújo,PME,Porto Alegre,RS,2021-10-28,Mídia Paga,46-60
C01190,Olívia Lima,Consumidor,Recife,PE,2022-01-15,Orgânico,18-25
C01191,Diego Carvalho,Corporativo,Manaus,AM,2022-10-31,Parceiro,46-60
C01192,Gabriela Moraes,Corporativo,Curitiba,PR,2022-07-31,Orgânico,18-25
C01193,Diego Costa,Consumidor,Porto Alegre,RS,2021-11-24,Orgânico,26-35
C01194,Carla Gomes,Consumidor,Fortaleza,CE,2022-05-12,Mídia Paga,36-45
C01195,Marina Costa,Consumidor,Recife,PE,2021-06-26,Orgânico,26-35
C01196,Sofia Ribeiro,PME,Manaus,AM,2020-09-11,Orgânico,26-35
C01197,Tiago Almeida,Corporativo,Fortaleza,CE,2021-09-25,Mídia Paga,60+
C01198,Felipe Souza,Consumidor,Rio de Janeiro,RJ,2021-08-29,Parceiro,36-45
C01199,Marina Silva,Consumidor,Brasília,DF,2021-12-07,Orgânico,36-45
C01200,Elaine Carvalho,Consumidor,Salvador,BA,2021-11-17,Orgânico,36-45
C01201,Sofia Carvalho,PME,Porto Alegre,RS,2021-08-13,Mídia Paga,60+
C01202,Tiago Oliveira,Consumidor,Brasília,DF,2022-02-21,Indicação,46-60
C01203,Gabriela Souza,PME,Salvador,BA,2022-05-14,Mídia Paga,46-60
C01204,Sofia Martins,Consumidor,Manaus,AM,2022-01-02,Orgânico,18-25
C01205,Olívia Ribeiro,Consumidor,Manaus,AM,2022-11-28,Orgânico,46-60
C01206,Paulo Santos,Consumidor,São Paulo,SP,2022-09-22,Mídia Paga,46-60
C01207,Carla Cardoso,PME,Salvador,BA,2021-10-19,Mídia Paga,46-60
C01208,Lucas Moraes,PME,Rio de Janeiro,RJ,2020-07-22,Orgânico,26-35
C01209,Nuno Ferreira,Consumidor,Rio de Janeiro,RJ,2022-01-06,Orgânico,26-35
C01210,Bruno Almeida,PME,São Paulo,SP,2020-12-28,Mídia Paga,18-25
C01211,Karina Moraes,Consumidor,Rio de Janeiro,RJ,2022-03-07,Mídia Paga,46-60
C01212,Elaine Teixeira,Consumidor,Belo Horizonte,MG,2022-01-10,Mídia Paga,46-60
C01213,Henrique Teixeira,PME,Brasília,DF,2021-06-10,Indicação,46-60
C01214,João Oliveira,Corporativo,Curitiba,PR,2020-10-09,Indicação,26-35
C01215,Carla Oliveira,PME,Porto Alegre,RS,2020-12-21,Parceiro,18-25
C01216,Karina Costa,Consumidor,Fortaleza,CE,2022-08-17,Mídia Paga,60+
C01217,Olívia Pereira,Consumidor,Curitiba,PR,2020-12-07,Mídia Paga,18-25
C01218,Gabriela Martins,Corporativo,Manaus,AM,2021-06-25,Orgânico,36-45
C01219,Diego Pereira,Consumidor,Manaus,AM,2021-02-07,Indicação,18-25
C01220,Quezia Barbosa,PME,São Paulo,SP,2021-08-02,Indicação,18-25
C01221,Elaine Martins,Corporativo,Recife,PE,2022-04-29,Indicação,60+
C01222,Nuno Costa,Consumidor,Recife,PE,2020-11-13,Orgânico,46-60
C01223,Quezia Rocha,Consumidor,Manaus,AM,2021-07-15,Orgânico,18-25
C01224,Isabela Ferreira,PME,São Paulo,SP,2021-04-22,Orgânico,18-25
C01225,Marina Santos,Consumidor,Recife,PE,2021-10-27,Orgânico,36-45
C01226,Ana Santos,Consumidor,Manaus,AM,2022-02-11,Orgânico,60+
C01227,Karina Oliveira,Consumidor,Porto Alegre,RS,2022-06-11,Orgânico,36-45
C01228,Felipe Almeida,PME,Salvador,BA,2022-11-11,Mídia Paga,26-35
C01229,Paulo Teixeira,PME,Manaus,AM,2021-12-07,Orgânico,26-35
C01230,Henrique Melo,Consumidor,Curitiba,PR,2020-07-30,Indicação,26-35
C01231,Paulo Gomes,PME,Salvador,BA,2021-08-26,Parceiro,36-45
C01232,Karina Melo,PME,Curitiba,PR,2020-12-05,Mídia Paga,60+
C01233,Ana Pereira,Consumidor,Brasília,DF,2020-11-17,Parceiro,26-35
C01234,Gabriela Oliveira,PME,Recife,PE,2021-11-29,Orgânico,46-60
C01235,Quezia Lima,PME,Brasília,DF,2021-08-29,Orgânico,36-45
C01236,Bruno Teixeira,PME,Curitiba,PR,2022-05-21,Indicação,36-45
C01237,Lucas Ribeiro,PME,Fortaleza,CE,2021-05-01,Orgânico,18-25
C01238,Rafael Lima,Consumidor,Curitiba,PR,2021-03-04,Orgânico,36-45
C01239,Gabriela Ribeiro,Consumidor,Fortaleza,CE,2022-10-22,Mídia Paga,18-25
C01240,Isabela Pereira,Consumidor,São Paulo,SP,2022-10-12,Indicação,36-45
C01241,Carla Almeida,PME,Brasília,DF,2022-06-27,Orgânico,26-35
C01242,Marina Rocha,Consumidor,Salvador,BA,2022-03-23,Indicação,18-25
C01243,Felipe Teixeira,PME,Manaus,AM,2022-01-18,Indicação,36-45
C01244,Gabriela Ribeiro,PME,Recife,PE,2021-05-14,Orgânico,36-45
C01245,Marina Rocha,Consumidor,Brasília,DF,2022-05-29,Orgânico,60+
C01246,Nuno Barbosa,Consumidor,Fortaleza,CE,2021-12-05,Indicação,46-60
C01247,Nuno Oliveira,Consumidor,São Paulo,SP,2020-10-08,Mídia Paga,60+
C01248,Sofia Ribeiro,Corporativo,Manaus,AM,2021-05-25,Orgânico,46-60
C01249,Quezia Barbosa,Consumidor,Fortaleza,CE,2020-08-28,Mídia Paga,18-25
C01250,João Teixeira,Consumidor,Rio de Janeiro,RJ,2020-08-13,Indicação,36-45
C01251,Quezia Souza,PME,Manaus,AM,2021-01-11,Mídia Paga,60+
C01252,João Silva,Consumidor,Belo Horizonte,MG,2022-01-28,Mídia Paga,60+
